company,country,region,industry,ownership,year,score,percent_score,strategic_action,gender_targets,gender_due_diligence,grievance_mechanisms,stakeholder_engagement,corrective_action,gender_leadership,development_recruitment,employee_data_by_sex,supply_chain_gender_leadership,enabling_environment_union_rights,gender_procurement,gender_pay_gap,carer_leave_paid,childcare_support,flex_work,living_wage_supply_chain,health_safety,health_safety_supply_chain,violence_prevention,violence_remediation
GS Holdings,"Korea, Rep.",East Asia & Pacific,Oil & Gas,Public,2023,3.6,7,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
IFM Investors,Australia,East Asia & Pacific,Traditional Asset Managers,Private,2024,9.6,18,0,0,0,2.0,1,0.0,1,2,2,0,0,0,0,1.0,2,2,0,0.0,0,0.0,0.0
Stellantis,Netherlands,Europe & Central Asia,Motor Vehicles & Parts,Public,2024,22.6,43,1,1,2,2.0,0,1.0,0,2,1,0,0,1,0,0.0,2,3,0,1.5,1,1.0,0.0
Chery Holding Group,China,East Asia & Pacific,Motor Vehicles & Parts,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Dole,Ireland,Europe & Central Asia,Agricultural Products,Public,2023,6.9,13,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Toshiba TEC,Japan,East Asia & Pacific,Electronics,Public,2023,2.4,5,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0.0,0.0
Cognizant,United States,North America,IT Software & Services,Public,2023,10.0,19,0,0,0,2.0,0,0.0,0,2,0,0,0,0,0,0.0,0,1,0,1.0,2,1.0,0.0
Capgemini,France,Europe & Central Asia,IT Software & Services,Public,2023,12.4,24,1,1,0,0.0,0,0.0,1,1,0,0,0,1,0,0.0,1,2,0,1.0,1,1.0,0.0
Activision Blizzard,United States,North America,IT Software & Services,Public,2023,16.7,32,1,1,0,2.0,0,0.0,1,1,1,0,0,0,1,1.0,1,0,0,1.0,1,1.0,0.5
Largan Precision,"Taiwan, China",East Asia & Pacific,Electronics,Public,2023,5.8,11,0,0,0,0.0,0,0.0,0,0,2,0,0,0,0,0.0,0,0,0,1.5,0,0.0,0.0
Skyworks,United States,North America,Electronics,Public,2023,10.5,20,0,0,0,2.0,0,1.0,0,0,0,0,0,0,0,0.0,1,0,0,1.0,2,1.0,0.0
KRBL,India,South Asia,Agricultural Products,Public,2023,5.5,10,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,1.0,1.0
RusAgro,Russian Federation,Europe & Central Asia,Food Production,Public,2023,6.2,12,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Monster Beverage,United States,North America,Food Production,Public,2023,5.8,11,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,0.5,0.0
Brown-Forman,United States,North America,Food Production,Public,2023,10.7,21,0,2,0,0.0,0,0.0,2,1,0,0,0,1,0,0.0,0,1,0,1.0,1,1.0,0.0
Newrest,France,Europe & Central Asia,Food Retailers,Private,2023,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
HPE,United States,North America,IT Software & Services,Public,2023,26.7,51,1,1,2,0.0,0,1.0,1,2,0,0,0,2,1,2.0,2,2,0,2.0,1,1.0,0.5
Desjardins,Canada,North America,Insurance,Public,2024,16.4,31,0,0,0,0.0,0,0.0,3,2,1,0,0,2,0,0.0,1,2,0,1.5,1,1.0,0.0
Phoenix Group,United Kingdom,Europe & Central Asia,Insurance,Public,2024,15.3,29,0,1,0,1.0,0,0.0,3,0,1,0,0,0,0,0.0,1,2,0,1.5,2,1.0,0.0
Loblaw,Canada,North America,Food Retailers,Public,2023,10.9,21,0,1,0,2.0,0,0.0,2,1,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Pactiv Evergreen,United States,North America,Containers & Packaging,Public,2023,8.5,16,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1.0,2,1.0,0.0
Sealed Air,United States,North America,Containers & Packaging,Public,2023,7.4,14,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
TUI Cruises,Germany,Europe & Central Asia,Passenger Transport,Public,2024,6.2,12,0,1,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,1.0,1,0.0,0.0
Royal Caribbean Group,United States,North America,Passenger Transport,Public,2024,7.4,14,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
Barrick Gold,Canada,North America,Metals & Mining,Public,2023,13.8,26,1,1,1,2.0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1.0,2,1.0,0.5
Nomad Foods,United Kingdom,Europe & Central Asia,Food Production,Public,2023,8.7,17,0,0,0,2.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Borealis,Austria,Europe & Central Asia,Chemicals,Private,2023,8.7,17,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,2,0,1.0,1,1.0,0.0
LG Chem,"Korea, Rep.",East Asia & Pacific,Chemicals,Public,2023,10.9,21,0,0,0,2.0,0,1.0,0,2,0,0,0,0,0,0.0,0,2,0,1.0,1,1.0,0.0
LOTTE Chemical,"Korea, Rep.",East Asia & Pacific,Chemicals,Public,2023,7.8,15,0,0,0,2.0,0,0.0,0,1,1,0,0,0,0,1.0,1,2,0,0.5,0,0.0,0.0
Nippon Paint Holdings,Japan,East Asia & Pacific,Chemicals,Public,2023,6.6,13,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,1.0,0,1.0,0.0
Sherwin-Williams,United States,North America,Chemicals,Public,2023,9.8,19,0,0,0,2.0,0,0.0,0,1,0,0,0,2,0,0.0,0,0,0,1.0,1,1.0,0.0
Sika,Switzerland,Europe & Central Asia,Chemicals,Public,2023,9.8,19,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,2,0,1.0,2,1.0,0.0
SABIC,Saudi Arabia,Middle East & North Africa,Chemicals,Public,2023,9.3,18,0,0,0,2.0,0,0.0,0,1,0,0,0,0,0,0.0,0,1,0,1.0,2,1.0,0.0
Aker Solutions,Norway,Europe & Central Asia,Construction & Engineering,Public,2024,9.4,18,0,0,0,2.0,0,0.0,1,0,1,0,0,0,0,1.0,0,1,0,1.0,1,1.0,0.0
Beijing Construction Engineering,China,East Asia & Pacific,Real Estate,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
BUCG,China,East Asia & Pacific,Real Estate,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
CREC,China,East Asia & Pacific,Construction & Engineering,Government,2024,5.1,10,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
DEME,Belgium,Europe & Central Asia,Construction & Engineering,Public,2024,7.8,15,0,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1.0,2,1.0,0.0
Orascom,United Arab Emirates,Middle East & North Africa,Real Estate,Public,2024,5.6,11,0,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1.0,0,1.0,0.0
Boskalis,Netherlands,Europe & Central Asia,Construction & Engineering,Public,2024,6.7,13,0,1,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,0,0.0,1,1.0,0.0
Sacyr,Spain,Europe & Central Asia,Construction & Engineering,Public,2024,12.0,23,1,1,0,2.0,0,0.0,0,0,1,0,0,0,1,0.0,0,2,0,1.0,1,1.0,0.0
Saipem,Italy,Europe & Central Asia,Construction & Engineering,Public,2024,13.8,26,1,0,0,2.0,0,1.0,1,0,0,0,0,0,0,0.0,1,2,0,1.0,2,1.0,0.0
Shapoorji Pallonji & Co,India,South Asia,Conglomerates,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Subsea 7,United Kingdom,Europe & Central Asia,Construction & Engineering,Public,2024,8.4,16,0,0,0,2.0,0,0.0,0,2,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Swinerton,United States,North America,Real Estate,Private,2024,9.1,17,0,0,0,2.0,0,0.0,0,0,0,0,0,2,0,0.0,1,0,0,0.5,2,0.0,0.0
Webuild,Italy,Europe & Central Asia,Construction & Engineering,Public,2024,12.7,24,1,0,0,2.0,0,0.0,1,1,1,0,0,0,0,0.0,0,2,0,1.0,2,1.0,0.0
Grasim Industries,India,South Asia,Chemicals,Public,2024,6.4,12,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,1.0,0,0,0,0.0,2,1.0,0.0
Kinross Gold,Canada,North America,Metals & Mining,Public,2023,7.0,13,1,0,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,0,1,0,0.0,0,1.0,0.0
Codelco,Chile,Latin America & Caribbean,Metals & Mining,Government,2023,4.0,8,1,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0.0,0,2,0,0.0,0,0.0,0.0
China MinMetals,China,East Asia & Pacific,Metals & Mining,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Tianqi Lithium,China,East Asia & Pacific,Metals & Mining,Public,2023,3.5,7,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,0,0.0,0,1.0,0.0
Teck Resources,Canada,North America,Metals & Mining,Government,2023,22.5,43,1,1,1,2.0,0,0.0,0,0,1,0,0,0,3,2.0,2,2,1,1.5,2,1.0,0.0
Gold Fields,South Africa,Sub-Saharan Africa,Metals & Mining,Public,2023,12.4,24,1,0,0,1.0,0,0.0,0,0,2,0,0,1,0,0.0,0,2,0,1.0,2,1.0,0.0
Polymetal,Cyprus,Europe & Central Asia,Metals & Mining,Public,2023,17.3,33,1,0,0,1.0,0,0.0,1,1,1,0,0,0,0,1.0,1,2,1,1.5,2,1.0,0.0
Industrias Peńoles,Mexico,Latin America & Caribbean,Metals & Mining,Public,2023,8.4,16,0,0,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Alpla,Austria,Europe & Central Asia,Containers & Packaging,Private,2023,4.3,8,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Klabin,Brazil,Latin America & Caribbean,Paper & Forest Products,Public,2023,12.7,24,1,1,0,2.0,0,0.0,0,0,2,0,0,0,0,1.0,1,1,0,1.0,1,1.0,0.0
Woodbois,United Kingdom,Europe & Central Asia,Paper & Forest Products,Public,2023,3.6,7,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Dexco,Brazil,Latin America & Caribbean,Paper & Forest Products,Public,2023,8.0,15,0,1,0,0.0,0,0.0,0,2,2,0,0,0,0,0.0,1,0,0,0.0,1,1.0,0.0
Maderacre,Peru,Latin America & Caribbean,Paper & Forest Products,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Toba Pulp Lestari,Indonesia,East Asia & Pacific,Paper & Forest Products,Public,2023,6.2,12,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
SLJ Global,Indonesia,East Asia & Pacific,Paper & Forest Products,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Samling,Malaysia,East Asia & Pacific,Paper & Forest Products,Private,2023,5.5,10,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
WTK,Malaysia,East Asia & Pacific,Paper & Forest Products,Public,2023,5.5,10,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1.0,0,1.0,0.0
Compagnie des Bois du Gabon,Gabon,Sub-Saharan Africa,Paper & Forest Products,Government,2023,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Interholco,Switzerland,Europe & Central Asia,Paper & Forest Products,Private,2023,3.6,7,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Precious Woods,Switzerland,Europe & Central Asia,Paper & Forest Products,Public,2023,5.1,10,0,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
Halcyon Agri,Singapore,East Asia & Pacific,Agricultural Products,Public,2023,5.4,10,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,1,0.0,0.0
Kirana Megatara,Indonesia,East Asia & Pacific,Motor Vehicles & Parts,Public,2023,3.3,6,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,0.0,0.0
Siat Group,Belgium,Europe & Central Asia,Agricultural Products,Private,2023,5.8,11,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
Socfin Group,Luxembourg,Europe & Central Asia,Agricultural Products,Public,2023,6.6,13,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Vietnam Rubber Group,Vietnam,East Asia & Pacific,Agricultural Products,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Adani Group,India,South Asia,Freight & logistics,Public,2024,1.6,3,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1.0,1,0,0,0.0,0,0.0,0.0
Hutchison Port,Singapore,East Asia & Pacific,Freight & logistics,Public,2024,5.1,10,0,1,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
DP World,United Arab Emirates,Middle East & North Africa,Freight & logistics,Public,2024,7.8,15,1,1,0,2.0,0,0.0,0,2,0,0,0,0,0,0.0,0,1,0,0.0,0,1.0,0.0
EUROGATE,Germany,Europe & Central Asia,Freight & logistics,Private,2024,2.9,6,0,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
International Container Terminal Services,Philippines,East Asia & Pacific,Freight & logistics,Public,2024,6.5,13,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
PSA International,Singapore,East Asia & Pacific,Freight & logistics,Private,2024,3.6,7,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
SIPG,China,East Asia & Pacific,Freight & logistics,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
SSA Marine,United States,North America,Freight & logistics,Private,2024,1.4,3,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
AngloGold Ashanti,South Africa,Sub-Saharan Africa,Metals & Mining,Public,2023,10.8,21,1,0,1,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Antofagasta,United Kingdom,Europe & Central Asia,Metals & Mining,Public,2023,8.3,16,1,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,1.0,0,1.0,0.0
CMOC,China,East Asia & Pacific,Metals & Mining,Public,2023,10.7,20,1,0,0,2.0,0,0.0,0,0,1,0,0,0,0,1.0,0,0,0,1.0,2,1.0,0.0
CITIC Pacific Special Steel,China,East Asia & Pacific,Metals & Mining,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
First Quantum Minerals,Canada,North America,Metals & Mining,Public,2023,9.4,18,0,0,0,2.0,0,0.0,1,1,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Ganfeng Lithium,China,East Asia & Pacific,Metals & Mining,Public,2023,2.6,5,0,0,0,0.0,0,0.0,1,0,1,0,0,0,0,0.0,0,0,0,0.0,1,0.0,0.0
Implats,South Africa,Sub-Saharan Africa,Metals & Mining,Public,2023,12.2,23,1,0,0,0.0,0,0.0,1,0,1,0,0,0,2,0.0,0,0,0,1.5,1,1.0,0.0
Newcrest Mining,Australia,East Asia & Pacific,Metals & Mining,Public,2023,12.2,23,0,0,0,2.0,0,0.0,1,0,1,0,0,0,2,0.0,0,0,0,1.5,1,1.0,0.0
Northam Platinum,South Africa,Sub-Saharan Africa,Metals & Mining,Public,2023,5.8,11,0,0,0,0.0,0,0.0,1,1,0,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
Polyus,Russian Federation,Europe & Central Asia,Metals & Mining,Public,2023,10.3,20,0,0,0,2.0,1,0.0,0,1,2,0,0,0,0,1.0,0,0,0,1.0,1,1.0,0.0
Ma'aden,Saudi Arabia,Middle East & North Africa,Metals & Mining,Public,2023,7.6,15,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Shandong Gold Mining,China,East Asia & Pacific,Metals & Mining,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Sibanye Stillwater,South Africa,Sub-Saharan Africa,Metals & Mining,Public,2023,10.0,19,1,0,0,2.0,0,0.0,0,0,0,0,0,1,0,0.0,1,1,0,1.0,0,1.0,0.0
Huayou Cobalt,China,East Asia & Pacific,Metals & Mining,Public,2023,5.5,10,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
China Merchants Ports,"Hong Kong SAR, China",East Asia & Pacific,Freight & logistics,Public,2024,6.9,13,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Ocean Network Express,Singapore,East Asia & Pacific,Freight & logistics,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
ZIM,Israel,Middle East & North Africa,Freight & logistics,Public,2024,7.3,14,0,0,0,2.0,0,0.0,1,0,1,0,0,0,0,1.0,1,1,0,0.0,0,1.0,0.0
Aditya Birla Fashion and Retail,India,South Asia,Apparel & Footwear,Public,2023,17.8,34,0,0,0,0.0,0,1.0,0,2,1,0,0,0,2,1.0,0,2,0,1.5,2,1.0,1.0
Emirates,United Arab Emirates,Middle East & North Africa,Passenger Transport,Government,2024,5.8,11,0,1,0,0.0,0,0.0,0,2,2,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Ethiopian Airlines,Ethiopia,Sub-Saharan Africa,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Grindrod,South Africa,Sub-Saharan Africa,Freight & logistics,Public,2024,13.1,25,1,1,0,2.0,0,0.0,0,1,0,0,0,1,0,0.0,0,0,0,1.5,1,1.0,0.0
Bolloré,France,Europe & Central Asia,Freight & logistics,Public,2024,10.2,19,0,0,0,2.0,0,0.0,3,0,0,0,0,0,0,0.0,0,2,0,1.0,1,1.0,0.0
Euronav,Belgium,Europe & Central Asia,Freight & logistics,Public,2024,7.8,15,0,0,0,2.0,0,0.0,2,0,0,0,0,0,0,0.0,0,1,0,1.0,0,1.0,0.0
Old Dominion Freight Line,United States,North America,Freight & logistics,Public,2024,3.6,7,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Schneider National,United States,North America,Freight & logistics,Public,2024,7.4,14,0,0,0,2.0,0,0.0,0,0,0,0,0,1,0,0.0,0,1,0,1.0,0,1.0,0.0
Teekay,Bermuda,North America,Freight & logistics,Public,2024,6.4,12,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,1.0,0,1.0,0.0
China State Railway Group Company,China,East Asia & Pacific,Passenger Transport,Government,2024,2.9,6,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.5,0,0.0,0.0
ZTO Express,China,East Asia & Pacific,Postal & Courier Activities,Public,2024,6.9,13,0,0,0,0.0,0,0.0,1,0,1,0,0,0,0,0.0,1,0,0,0.5,0,1.0,0.0
J&T Express,Indonesia,East Asia & Pacific,Postal & Courier Activities,Private,2024,0.7,1,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
NYK Line,Japan,East Asia & Pacific,Freight & logistics,Public,2024,5.8,11,0,1,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,1,2,0,0.0,0,1.0,0.0
JD Logistics,China,East Asia & Pacific,Postal & Courier Activities,Public,2024,6.6,13,0,0,0,0.0,0,0.0,0,2,1,0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
Fortescue,Australia,East Asia & Pacific,Metals & Mining,Public,2023,13.6,26,0,0,0,2.0,0,0.0,1,2,1,0,0,0,0,1.0,0,2,0,1.5,1,1.0,0.0
CDP Group,Italy,Europe & Central Asia,Sovereign Wealth Funds,Private,2024,16.5,32,1,1,0,2.0,0,0.5,2,0,2,0,0,0,0,0.0,1,1,0,1.5,1,1.0,0.0
Adani Energy Solutions,India,South Asia,Utilities,Public,2024,13.1,25,1,2,0,1.0,0,0.0,0,0,1,0,0,0,0,0.0,0,2,0,1.0,1,1.0,1.0
Bolt,Estonia,Europe & Central Asia,Passenger Transport,Private,2024,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,0.0,0,0.0,0.0
Chengdu Metro,China,East Asia & Pacific,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
China Tianying,China,East Asia & Pacific,Waste Management,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
CIDCO,India,South Asia,Construction & Engineering,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Delhi Metro,India,South Asia,Passenger Transport,Government,2024,7.1,14,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,2,1,0,0.5,0,1.0,0.0
DLF,India,South Asia,Real Estate,Public,2024,9.1,17,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0.0,2,2,0,0.0,2,1.0,0.0
Elsewedy Electric,"Egypt, Arab Rep.",Middle East & North Africa,Utilities,Private,2024,9.8,19,0,1,0,2.0,0,1.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Godrej Properties ,India,South Asia,Real Estate,Public,2024,16.2,31,0,1,0,1.0,0,0.0,0,1,2,0,0,0,0,3.0,2,2,0,1.5,1,1.0,0.0
Hassan Allam Holding,"Egypt, Arab Rep.",Middle East & North Africa,Conglomerates,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Henderson Land,"Hong Kong SAR, China",East Asia & Pacific,Real Estate,Public,2024,6.4,12,0,0,0,0.0,0,0.0,0,0,2,0,0,0,0,0.0,0,1,0,1.0,0,1.0,0.0
Housing and Urban Development Corporation,India,South Asia,Real Estate,Government,2024,2.9,6,0,0,0,0.0,0,0.0,0,0,1,0,0,2,0,0.0,0,0,0,0.0,0,0.0,0.0
IRSA,Argentina,Latin America & Caribbean,Real Estate,Public,2024,4.3,8,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,1,2,0,0.0,0,0.0,0.0
JSW Energy,India,South Asia,Utilities,Public,2023,6.9,13,0,0,0,0.0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Julius Berger,Nigeria,Sub-Saharan Africa,Real Estate,Public,2024,9.3,18,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,1.0,1,2,0,1.0,2,0.0,0.0
Keppel Corporation,Singapore,East Asia & Pacific,Conglomerates,Public,2024,15.3,29,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,1,2,0,2.0,2,1.0,0.0
Mahagenco ,India,South Asia,Utilities,Government,2023,4.9,9,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,1.0,0,0,0,1.0,0,1.0,0.0
Meralco,Philippines,East Asia & Pacific,Utilities,Public,2024,7.4,14,1,1,0,2.0,0,0.0,0,0,0,0,0,0,0,1.0,0,2,0,0.0,0,1.0,0.0
Cabify,Spain,Europe & Central Asia,Passenger Transport,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Megaworld,Philippines,East Asia & Pacific,Real Estate,Public,2024,5.5,10,0,0,0,0.0,0,0.0,3,0,0,0,0,0,0,0.0,0,4,0,0.0,1,0.0,0.0
Oberoi Realty ,India,South Asia,Real Estate,Public,2024,5.8,11,0,0,0,0.0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,0,0.5,0,1.0,0.0
Pampa Energia,Argentina,Latin America & Caribbean,Utilities,Public,2023,10.7,21,0,0,0,2.0,0,0.0,1,0,2,0,0,0,0,1.0,0,2,0,1.0,1,1.0,0.0
Robinsons Land,Philippines,East Asia & Pacific,Real Estate,Public,2024,4.2,8,0,0,0,0.0,0,0.0,1,0,1,0,0,0,0,0.0,0,1,0,1.0,0,0.0,0.0
Grupo Roggio,Argentina,Latin America & Caribbean,Conglomerates,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Shanghai Metro,China,East Asia & Pacific,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Sistema de Transporte Colectivo,Mexico,Latin America & Caribbean,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
SM Prime,Philippines,East Asia & Pacific,Real Estate,Public,2024,2.9,6,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Tata Power,India,South Asia,Utilities,Public,2023,14.6,28,0,0,0,2.0,0,0.0,0,1,2,0,0,0,0,2.0,2,0,0,1.5,1,1.0,0.0
The Arab Contractors,"Egypt, Arab Rep.",Middle East & North Africa,Real Estate,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Transcorp Power,Nigeria,Sub-Saharan Africa,Utilities,Public,2023,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
Vietnam Electricity,Vietnam,East Asia & Pacific,Utilities,Government,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Vinhomes,Vietnam,East Asia & Pacific,Real Estate,Public,2024,0.5,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,1,0,0.0,0,0.0,0.0
