company,country,region,industry,ownership,year,score,percent_score,strategic_action,gender_targets,gender_due_diligence,grievance_mechanisms,stakeholder_engagement,corrective_action,gender_leadership,development_recruitment,employee_data_by_sex,supply_chain_gender_leadership,enabling_environment_union_rights,gender_procurement,gender_pay_gap,carer_leave_paid,childcare_support,flex_work,living_wage_supply_chain,health_safety,health_safety_supply_chain,violence_prevention,violence_remediation
Hassell,Australia,East Asia & Pacific,Construction & Engineering,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
SWA Group,United States,North America,Construction & Engineering,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Frasers Property,Singapore,East Asia & Pacific,Real Estate,Public,2024,9.1,17,1,1,0,0.0,0,0.0,1,0,1,0,0,0,0,1.0,1,1,0,1.0,1,0.0,0.0
Land and Houses,Thailand,East Asia & Pacific,Real Estate,Public,2024,1.3,2,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,1.0,0,0,0,0.0,0,0.0,0.0
Setia,Malaysia,East Asia & Pacific,Real Estate,Public,2024,9.4,18,1,0,0,2.0,0,0.0,1,1,1,0,0,0,0,0.0,0,2,0,0.0,1,1.0,0.0
Shimao,China,East Asia & Pacific,Real Estate,Public,2024,8.4,16,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,2.0,1,0.0,0.0
Sunac,China,East Asia & Pacific,Real Estate,Public,2024,2.5,5,0,1,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0.0
Tokyu Fudosan,Japan,East Asia & Pacific,Real Estate,Public,2024,6.9,13,0,1,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,0.0,1,1.0,0.0
City Developments Limited,Singapore,East Asia & Pacific,Real Estate,Public,2024,17.1,33,1,1,0,1.0,0,0.0,1,1,1,0,0,0,0,0.0,0,2,0,2.5,2,1.0,0.0
Even Construtora,Brazil,Latin America & Caribbean,Real Estate,Public,2024,1.5,3,0,0,0,0.0,0,0.0,0,0,2,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
BR Properties,Brazil,Latin America & Caribbean,Real Estate,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Becamex,Vietnam,East Asia & Pacific,Real Estate,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Arup,United Kingdom,Europe & Central Asia,Construction & Engineering,Private,2024,3.1,6,0,0,0,2.0,0,0.0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,0.0,0.0
Ciputra Development,Indonesia,East Asia & Pacific,Real Estate,Private,2024,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Talaat Moustafa Group,"Egypt, Arab Rep.",Middle East & North Africa,Real Estate,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Qatari Diar,Qatar,Middle East & North Africa,Real Estate,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Palm Hills Development,"Egypt, Arab Rep.",Middle East & North Africa,Real Estate,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Promotora Ambiental,Mexico,Latin America & Caribbean,Waste Management,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
AboitizPower,Philippines,East Asia & Pacific,Utilities,Public,2023,9.4,18,1,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,1.0,1,1.0,0.0
Itau Unibanco Holding,Brazil,Latin America & Caribbean,Banks,Public,2024,15.6,30,1,1,1,2.0,0,0.0,0,1,1,0,0,0,0,0.0,1,2,1,1.0,1,1.0,0.0
BUA Cement,Nigeria,Sub-Saharan Africa,Construction Materials & Supplies,Public,2024,1.4,3,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Transocean,Switzerland,Europe & Central Asia,Oil & Gas,Public,2024,8.0,15,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
African Rainbow Minerals,South Africa,Sub-Saharan Africa,Metals & Mining,Public,2023,8.9,17,0,0,0,2.0,0,0.0,0,2,0,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
Ezz Steel,"Egypt, Arab Rep.",Middle East & North Africa,Metals & Mining,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Harmony Gold,South Africa,Sub-Saharan Africa,Metals & Mining,Public,2023,4.7,9,0,0,0,2.0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,1.0,0.0
Samsung C&T,"Korea, Rep.",East Asia & Pacific,Real Estate,Public,2024,13.8,26,0,1,0,2.0,0,0.0,0,0,1,0,0,0,0,1.0,2,1,0,1.0,1,1.0,0.0
DL Holdings,"Korea, Rep.",East Asia & Pacific,,Public,2024,8.4,16,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,0,0,1.5,0,1.0,0.0
China Fortune Land Development,China,East Asia & Pacific,Real Estate,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
PIK Group,Russian Federation,Europe & Central Asia,Real Estate,Private,2024,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,0.0,0,0.0,0.0
Page Industries,India,South Asia,Apparel & Footwear,Public,2023,13.5,26,0,0,0,0.0,0,1.0,0,2,1,0,0,0,0,1.0,2,1,0,1.0,2,0.0,0.0
Wesfarmers,Australia,East Asia & Pacific,Retail,Public,2023,15.6,30,1,2,0,2.0,0,0.0,2,1,0,0,0,0,1,0.0,1,1,1,1.0,1,1.0,0.0
Falabella,Chile,Latin America & Caribbean,Retail,Public,2023,23.2,44,0,1,1,1.0,1,1.0,0,2,2,0,0,0,2,0.0,2,3,0,2.5,1,1.0,0.0
K-Electric,Pakistan,South Asia,Utilities,Public,2023,13.5,26,1,0,0,0.0,0,0.0,0,2,1,0,0,0,0,0.0,2,0,0,1.5,1,1.0,0.0
China Merchants Bank,China,East Asia & Pacific,Banks,Public,2024,2.9,6,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.5,0,0.0,0.0
Jiangsu Hengrui Medicine,China,East Asia & Pacific,Pharmaceuticals & Biotechnology,Public,2023,1.8,3,0,0,0,0.0,0,0.0,1,0,0,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0.0
OEC,Brazil,Latin America & Caribbean,Real Estate,Private,2024,7.7,15,0,0,0,0.0,0,0.0,0,2,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Yatai Building Materials,China,East Asia & Pacific,Construction Materials & Supplies,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Akbank,Türkiye,Europe & Central Asia,Banks,Public,2024,16.0,31,1,0,0,1.0,0,0.0,1,2,1,0,0,1,0,2.0,0,2,0,1.5,1,1.0,0.0
Guizhou Phosphate Chemical Group,China,East Asia & Pacific,Chemicals,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
La Poste,France,Europe & Central Asia,Postal & Courier Activities,Government,2024,6.0,11,0,1,0,0.0,0,0.0,2,0,0,0,0,0,0,0.0,1,1,0,0.0,0,1.0,0.0
Obb-Holding,Austria,Europe & Central Asia,Passenger Transport,Government,2024,9.1,17,0,1,0,0.0,0,0.0,2,1,1,0,0,0,0,0.0,2,2,0,0.5,0,0.0,0.0
Unibail-Rodamco-Westfield,France,Europe & Central Asia,Real Estate,Public,2024,10.5,20,1,1,0,2.0,0,0.0,2,0,0,0,0,0,0,0.0,0,2,0,1.0,0,1.0,0.0
LEG Immobilien,Germany,Europe & Central Asia,Real Estate,Public,2024,4.5,9,0,0,0,2.0,0,0.0,1,0,1,0,0,0,0,0.0,0,1,0,0.0,1,0.0,0.0
SEGRO,United Kingdom,Europe & Central Asia,Real Estate,Public,2024,10.3,20,0,1,0,2.0,0,0.0,2,0,1,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
Avalonbay Communities,United States,North America,Real Estate,Public,2024,15.5,30,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,2.0,2,1,0,2.0,2,1.0,0.0
Gecina,France,Europe & Central Asia,Real Estate,Public,2024,7.1,14,0,1,0,0.0,0,0.0,2,0,0,0,0,0,0,1.0,1,0,0,0.0,1,1.0,0.0
Sagax AB,Sweden,Europe & Central Asia,Real Estate,Public,2024,8.0,15,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Alfamart,Indonesia,East Asia & Pacific,Food Retailers,Private,2023,2.5,5,0,0,0,1.0,0,0.0,0,0,1,0,0,0,0,0.0,1,0,0,0.0,0,0.0,0.0
AmRest,Spain,Europe & Central Asia,Food Retailers,Public,2023,5.5,10,0,0,0,1.0,0,0.0,0,0,2,0,0,0,0,0.0,0,0,0,0.0,1,1.0,0.0
Arcos Dorados,Uruguay,Latin America & Caribbean,Food Retailers,Public,2023,9.6,18,0,0,0,2.0,0,0.0,1,1,1,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
Bolton Group,Italy,Europe & Central Asia,Food Production,Private,2023,15.1,29,0,1,0,0.0,0,0.0,0,0,1,0,1,0,0,0.0,2,1,0,2.0,1,1.0,0.0
Brinker International,United States,North America,Food Retailers,Public,2023,11.1,21,0,1,0,2.0,0,0.0,1,2,1,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
Bumitama Agri,Indonesia,East Asia & Pacific,Agricultural Products,Public,2023,6.9,13,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Century Pacific Food,Philippines,East Asia & Pacific,Food Production,Private,2023,11.3,22,0,0,0,1.0,0,0.0,3,0,1,0,0,0,0,0.0,0,0,0,1.5,1,1.0,0.0
Domino's,United States,North America,Food Retailers,Public,2023,12.0,23,0,1,0,2.0,0,0.0,0,0,0,0,0,1,0,0.0,2,0,0,0.5,2,1.0,0.0
Grupo Comercial Chedraui,Mexico,Latin America & Caribbean,Food Retailers,Public,2023,4.2,8,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,1,0,0.0,1,0.0,0.0
Inspire Brands,United States,North America,Food Retailers,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Performance Food Group,United States,North America,Food Retailers,Public,2023,10.9,21,0,0,0,2.0,0,0.0,0,1,0,0,0,1,0,0.0,1,0,0,1.0,2,1.0,0.0
Tanganda Tea Company,Zimbabwe,Sub-Saharan Africa,Agricultural Products,Public,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
SHEIN,Singapore,East Asia & Pacific,Apparel & Footwear,Private,2023,3.6,7,0,0,0,0.0,0,0.0,2,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Bangalore Metropolitan Transport Corp,India,South Asia,Passenger Transport,Government,2024,2.9,6,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,2,0,0,0.0,0,0.0,0.0
Bangkok Expressway and Metro PCL,Thailand,East Asia & Pacific,Passenger Transport,Public,2024,4.7,9,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,0.0,0.0
Bangladesh Road Transport Corp,Bangladesh,South Asia,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Brigade Enterprises Ltd,India,South Asia,Real Estate,Private,2024,15.4,30,1,1,0,1.0,0,0.0,1,1,1,0,0,0,0,0.0,1,1,0,2.0,0,1.0,0.0
Bumi Serpong Damai,Indonesia,East Asia & Pacific,Real Estate,Public,2024,2.7,5,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,1.0,0,0,0,0.0,0,0.0,0.0
Burns & McDonnell,United States,North America,Construction & Engineering,Private,2024,5.8,11,0,0,0,2.0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,0.0,0,1.0,0.0
West Bengal Transport Company ,India,South Asia,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
CapitaLand Investment,Singapore,East Asia & Pacific,Real Estate,Public,2024,7.8,15,0,1,0,0.0,0,0.0,2,0,1,0,0,0,2,0.0,1,0,0,0.0,0,1.0,0.0
Central Pattana,Thailand,East Asia & Pacific,Real Estate,Public,2024,6.9,13,0,0,0,0.0,0,0.0,1,0,1,0,0,0,0,0.0,1,2,0,0.0,1,1.0,0.0
Sao Paulo Metro,Brazil,Latin America & Caribbean,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Société Nationale d'Électricité,"Congo, Rep.",Sub-Saharan Africa,Utilities,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Consultatio,Argentina,Latin America & Caribbean,Real Estate,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Transmilenio,Colombia,Latin America & Caribbean,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
EPAL,Angola,Sub-Saharan Africa,Utilities,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Equity Residential,United States,North America,Real Estate,Public,2024,10.6,20,0,0,0,1.0,0,0.0,1,0,2,0,0,1,0,0.0,1,2,0,0.5,0,1.0,0.0
FUNO,Mexico,Latin America & Caribbean,Real Estate,Public,2024,10.7,20,0,1,0,2.0,0,0.0,1,1,0,0,0,0,0,1.0,1,2,0,0.5,0,1.0,0.0
Goodman Group,Australia,East Asia & Pacific,Real Estate,Public,2024,9.8,19,0,1,0,2.0,0,0.0,0,0,0,0,0,0,0,1.0,1,1,0,0.5,1,1.0,0.0
Growthpoint Properties,South Africa,Sub-Saharan Africa,Real Estate,Public,2024,10.7,21,0,0,0,2.0,0,0.0,0,0,0,0,0,2,0,1.0,0,2,0,0.5,1,1.0,0.0
HDR,United States,North America,Construction & Engineering,Private,2024,11.6,22,0,0,0,2.0,0,0.0,0,0,2,0,0,1,0,0.0,0,2,0,1.5,0,1.0,0.0
HOK Group Inc,United States,North America,Construction & Engineering,Private,2024,3.8,7,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0.0,0,1,0,0.5,0,0.0,0.0
Istanbul Metro,Türkiye,Europe & Central Asia,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Punjab Transport Company,Pakistan,South Asia,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Link REIT,"Hong Kong SAR, China",East Asia & Pacific,Real Estate,Public,2024,11.6,22,1,0,0,0.0,0,0.0,1,0,1,0,0,0,0,1.0,0,1,0,1.5,1,1.0,0.0
Lodha,India,South Asia,Real Estate,Public,2024,17.4,33,1,0,0,2.0,0,0.0,1,0,1,0,0,0,2,2.0,2,1,0,1.5,1,1.0,0.0
MTC Chennai,India,South Asia,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Multiplan,Brazil,Latin America & Caribbean,Real Estate,Public,2024,2.9,6,0,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
NESPAK,Pakistan,South Asia,Construction & Engineering,Government,2024,2.2,4,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
Mallplaza,Chile,Latin America & Caribbean,Real Estate,Public,2024,10.9,21,0,0,0,1.0,0,0.0,0,0,2,0,0,0,2,1.0,1,2,0,0.5,0,1.0,0.0
Prestige Estates,India,South Asia,Real Estate,Public,2024,5.1,10,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
Realty Income,United States,North America,Real Estate,Public,2024,7.7,15,0,0,0,0.0,0,0.0,2,0,1,0,0,0,0,0.0,1,2,0,0.0,1,1.0,0.0
Redefine Properties,South Africa,Sub-Saharan Africa,Real Estate,Public,2024,13.6,26,0,0,0,2.0,0,0.0,2,0,2,0,0,2,1,0.0,0,2,0,1.0,1,1.0,0.0
Regideso,"Congo, Dem. Rep.",Sub-Saharan Africa,Utilities,Government,2024,1.1,2,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,0.0,0,0.0,0.0
Sobha,India,South Asia,Real Estate,Public,2024,2.9,6,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,0.0,0.0
Sunteck,India,South Asia,Real Estate,Public,2024,5.1,10,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.5,0,1.0,0.0
Tomra Systems,Norway,Europe & Central Asia,Waste Management,Public,2024,7.6,15,0,1,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,2,0,0.0,2,1.0,0.0
TCUL,Angola,Sub-Saharan Africa,Passenger Transport,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Waste Management Inc,United States,North America,Waste Management,Public,2024,12.7,24,0,1,0,2.0,0,0.0,0,1,0,0,0,1,0,0.0,2,0,0,1.0,2,1.0,0.0
GoTo,Indonesia,East Asia & Pacific,Passenger Transport,Public,2023,6.9,13,1,0,0,1.0,0,0.0,1,1,0,0,0,0,0,0.0,0,0,0,1.0,0,0.5,0.0
J Power,Japan,East Asia & Pacific,Utilities,Public,2023,7.3,14,0,1,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,1,2,0,1.0,0,1.0,0.0
Power Assets,"Hong Kong SAR, China",East Asia & Pacific,Utilities,Public,2023,7.6,15,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Polska Grupa Energetyczna,Poland,Europe & Central Asia,Utilities,Government,2023,11.1,21,0,0,0,2.0,0,0.0,0,0,2,0,0,0,0,1.0,0,0,0,1.5,1,1.0,0.0
Uniper,Germany,Europe & Central Asia,Utilities,Public,2023,8.9,17,0,1,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
NRG Energy,United States,North America,Utilities,Public,2023,11.2,22,1,0,0,2.0,0,0.0,1,0,0,0,0,1,0,0.0,0,0,0,1.0,2,1.0,0.0
PPL,United States,North America,Utilities,Public,2023,9.4,18,0,0,0,2.0,0,0.0,2,0,0,0,0,1,0,0.0,0,0,0,1.0,1,1.0,0.0
WEC Energy Group,United States,North America,Utilities,Public,2023,12.2,23,0,0,0,2.0,1,0.0,0,0,1,0,0,2,0,0.0,0,1,0,1.5,0,1.0,0.0
Constellation Energy,United States,North America,Utilities,Public,2023,11.5,22,0,0,0,2.0,0,0.0,0,0,1,0,0,2,0,0.0,1,1,0,1.0,1,1.0,0.0
Vonovia,Germany,Europe & Central Asia,Real Estate,Private,2024,8.7,17,0,1,0,1.0,0,0.0,0,0,1,0,0,0,0,2.0,0,2,0,1.0,0,1.0,0.0
Mercedes-Benz,Germany,Europe & Central Asia,Motor Vehicles & Parts,Public,2024,14.7,28,1,1,1,2.0,0,0.0,0,1,1,0,0,0,0,0.0,2,1,0,1.0,1,1.0,0.0
Block,United States,North America,Alternative Asset Managers,Public,2023,8.9,17,0,0,0,2.0,0,0.5,1,0,0,0,0,0,0,0.0,0,1,0,1.0,1,1.0,0.0
Dalian Wanda Group,China,East Asia & Pacific,Real Estate,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Essential Utilities,United States,North America,Utilities,Public,2024,5.3,10,0,0,0,2.0,0,0.0,0,0,0,0,0,1,0,0.0,0,1,0,0.0,0,1.0,0.0
Gamuda,Malaysia,East Asia & Pacific,Construction & Engineering,Public,2024,12.9,25,1,0,0,1.0,0,0.0,3,1,1,0,0,0,0,1.0,2,2,0,0.0,1,1.0,0.0
Girişim Elektrik,Türkiye,Europe & Central Asia,Utilities,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Gujarat Gas,India,South Asia,Utilities,Government,2024,6.5,13,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
Hongkong Land,"Hong Kong SAR, China",East Asia & Pacific,Real Estate,Public,2024,17.2,33,0,1,1,2.0,0,0.0,1,1,1,0,0,0,2,0.0,0,2,0,1.5,2,1.0,0.0
Promigas,Colombia,Latin America & Caribbean,Utilities,Public,2024,8.2,16,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,3,0,1.0,0,1.0,0.0
Qatar Electricity and Water,Qatar,Middle East & North Africa,Utilities,Government,2023,4.4,8,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
RGE,Singapore,East Asia & Pacific,Conglomerates,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Ilim Timber,Switzerland,Europe & Central Asia,Paper & Forest Products,Private,2023,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Brookfield Corporation,Canada,North America,Traditional Asset Managers,Public,2024,8.7,17,0,0,0,2.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.0,2,1.0,0.0
Ayala Land,Philippines,East Asia & Pacific,Real Estate,Private,2024,5.4,10,0,1,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,1.0,0.0
Century Aluminum,United States,North America,Metals & Mining,Public,2024,5.8,11,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,0,1.0,0.0
Delong Steel,China,East Asia & Pacific,Metals & Mining,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Donghai Special Steel,China,East Asia & Pacific,Metals & Mining,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Emirates Global Aluminium,United Arab Emirates,Middle East & North Africa,Metals & Mining,Private,2024,9.1,17,0,1,0,2.0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Guangxi Shenglong Metallurgical,China,East Asia & Pacific,Metals & Mining,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Hebei Jingye Group,China,East Asia & Pacific,Metals & Mining,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Xinhua Metallurgical,China,East Asia & Pacific,Metals & Mining,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Liuzhou Iron & Steel,China,East Asia & Pacific,Metals & Mining,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Rizhao Steel,China,East Asia & Pacific,Metals & Mining,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
SSAB,Sweden,Europe & Central Asia,Metals & Mining,Public,2024,9.1,17,0,1,0,2.0,0,0.0,1,0,1,0,0,0,0,0.0,0,0,0,1.0,1,1.0,0.0
Xinyu Iron & Steel,China,East Asia & Pacific,Metals & Mining,Public,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Calcutta Electric Supply Corporation,India,South Asia,Utilities,Public,2024,5.8,11,1,1,0,0.0,0,0.0,0,1,1,0,0,0,0,0.0,0,0,0,0.0,0,1.0,0.0
DESCO,Bangladesh,South Asia,Utilities,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Edenor,Argentina,Latin America & Caribbean,Utilities,Public,2024,1.4,3,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Kenya Power,Kenya,Sub-Saharan Africa,Utilities,Government,2024,8.0,15,0,0,0,2.0,0,0.0,0,0,0,0,0,1,0,0.0,0,0,0,1.0,1,1.0,0.0
SAIL,India,South Asia,Metals & Mining,Private,2024,9.1,17,0,0,0,0.0,0,0.0,0,1,1,0,0,2,0,0.0,0,0,0,1.0,1,1.0,0.0
Huaxin Cement,China,East Asia & Pacific,Construction Materials & Supplies,Public,2024,2.9,6,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,0.5,0,0.0,0.0
Aqualia,Spain,Europe & Central Asia,Utilities,Private,2024,6.7,13,0,0,0,2.0,0,0.0,0,1,1,0,0,0,0,1.0,0,0,0,0.0,1,1.0,0.0
Aguas y Saneamientos Argentinos,Argentina,Latin America & Caribbean,Utilities,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Air Selangor,Malaysia,East Asia & Pacific,Utilities,Government,2024,6.2,12,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0.0,0,0,0,1.5,1,0.0,0.0
Yesil Adamlar,Türkiye,Europe & Central Asia,Waste Management,Private,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Averda,United Arab Emirates,Middle East & North Africa,Waste Management,Private,2024,4.7,9,0,0,0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1.0,1,0.0,0.0
Bangalore Electricity Supply Company,India,South Asia,Utilities,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
Dhaka Power Distribution Company,Bangladesh,South Asia,Utilities,Government,2024,0.0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0.0
